ID	Z_meta	P_meta	Direction	HetISq	HetPVal	FDR_meta	TargetFullName	Target	EntrezGeneSymbol	MODEL_AFA	Rsq_AFA	Z_AFA	P_AFA	FDR_AFA	MODEL_CHN	Rsq_CHN	Z_CHN	P_CHN	FDR_CHN	MODEL_CAU	Rsq_CAU	Z_CAU	P_CAU	FDR_CAU	MODEL_HIS	Rsq_HIS	Z_HIS	P_HIS	FDR_HIS
seq.19556.12	0.44	0.6596	-+++	0	0.4629	0.855902299908004	Complement receptor type 1	Complement receptor type 1	CR1	enet	0.15	-1.32	0.185	0.793241935483871	blup	0.053	0.733	0.463	0.944247557003257	enet	0.21	0.595	0.552	0.754366187542779	blup	0.085	0.337	0.736	0.989177168272795
seq.7888.58	0.44	0.66	+???	0	1	0.856027586206897	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	CCD56	COA3	blup	0.059	0.44	0.66	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.5632.6	0.439	0.6607	+++-	0	0.6427	0.856143709825528	Cartilage acidic protein 1	CRAC1	CRTAC1	enet	0.26	0.892	0.373	0.945287539936102	lasso	0.17	0.685	0.493	0.952464454976303	enet	0.28	0.0982	0.922	0.960557239937271	lasso	0.28	-0.771	0.441	0.952054794520548
seq.13085.18	0.439	0.661	+???	0	1	0.856143709825528	Glucagon-like peptide 1 receptor:Cytoplasmic domain	GLP1R:CD	GLP1R	lasso	0.032	0.438	0.661	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.24891.54	-0.439	0.661	??-?	0	1	0.856143709825528	Epidermal growth factor receptor kinase substrate 8-like protein 2	ES8L2	EPS8L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.05	-0.438	0.661	0.821817217716781	NA	NA	NA	NA	NA
seq.17332.3	0.437	0.662	++?-	0	0.4183	0.857045433685177	Poly(ADP-ribose) glycohydrolase ARH3	ARHL2	ADPRS	lasso	0.059	0.94	0.347	0.939221269296741	blup	0.11	0.324	0.746	0.985826347305389	NA	NA	NA	NA	NA	top1	0.051	-0.973	0.331	0.921247563352827
seq.20387.277	0.436	0.663	??+?	0	1	0.857090710382514	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	CHCH7	CHCHD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.096	0.435	0.663	0.823276635514019	NA	NA	NA	NA	NA
seq.22583.47	0.435	0.6637	-?+-	0	0.4398	0.857090710382514	NKG2D ligand 2	ULBP-2	ULBP2	blup	0.11	-0.252	0.801	0.968118384401114	NA	NA	NA	NA	NA	enet	0.18	0.773	0.44	0.66132730015083	enet	0.18	-1.08	0.279	0.921247563352827
seq.3091.70	-0.434	0.664	-???	0	1	0.857090710382514	Aurora kinase A	Aurora kinase A	AURKA	top1	0.073	-0.435	0.664	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.2728.62	0.434	0.6643	-?+?	0	0.4467	0.857090710382514	Tenascin	Tenascin	TNC	enet	0.053	-0.585	0.559	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.049	0.652	0.514	0.728292340126493	NA	NA	NA	NA	NA
seq.2831.29	-0.434	0.6645	??-+	73.4	0.05231	0.857090710382514	Kallikrein-11	Kallikrein 11	KLK11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.36	-0.814	0.416	0.643701863354037	top1	0.26	1.81	0.0696	0.809876033057851
seq.6453.70	0.433	0.665	+???	0	1	0.857090710382514	Leukocyte immunoglobulin-like receptor subfamily B member 4	LIRB4	LILRB4	top1	0.027	0.433	0.665	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.23320.11	-0.433	0.665	??-?	0	1	0.857090710382514	Multivesicular body subunit 12B	MB12B	MVB12B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.042	-0.433	0.665	0.824219527363184	NA	NA	NA	NA	NA
seq.4840.73	0.433	0.665	??+?	0	1	0.857090710382514	Granulocyte colony-stimulating factor	G-CSF	CSF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.14	0.433	0.665	0.824219527363184	NA	NA	NA	NA	NA
seq.11510.31	-0.433	0.6651	-+--	0	0.451	0.857090710382514	Apolipoprotein L1	Apo L1	APOL1	enet	0.35	-0.682	0.495	0.966509207365893	enet	0.26	1.32	0.187	0.831202702702703	lasso	0.36	-0.696	0.486	0.704771014492754	enet	0.31	-0.364	0.716	0.989177168272795
seq.8346.9	-0.433	0.6652	++-+	0	0.6896	0.857090710382514	Dipeptidyl peptidase 2	DPP2	DPP7	lasso	0.11	0.289	0.773	0.968118384401114	lasso	0.15	0.431	0.667	0.9744	lasso	0.11	-0.908	0.364	0.606565217391304	lasso	0.085	0.751	0.453	0.953709468223087
seq.10892.8	0.432	0.6657	-+++	21.5	0.2816	0.857090710382514	Oncostatin-M-specific receptor subunit beta	OSMR	OSMR	lasso	0.043	-1.23	0.218	0.828925301204819	blup	0.12	1.31	0.191	0.831202702702703	enet	0.13	0.229	0.819	0.899320661157025	enet	0.078	0.853	0.394	0.949429477020602
seq.12569.25	0.432	0.666	???+	0	1	0.857090710382514	T-complex protein 1 subunit epsilon	TCP-1-epsilon	CCT5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.063	0.432	0.666	0.989177168272795
seq.5246.64	-0.432	0.666	???-	0	1	0.857090710382514	cGMP-dependent 3',5'-cyclic phosphodiesterase	cGMP-stimulated PDE	PDE2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.066	-0.431	0.666	0.989177168272795
seq.14068.29	0.431	0.6665	+??+	0	0.6071	0.857090710382514	C-C motif chemokine 25	TECK	CCL25	top1	0.077	0.0994	0.921	0.976049697783748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.051	0.664	0.507	0.953709468223087
seq.6461.54	0.43	0.6669	?-+?	0	0.4942	0.857090710382514	Apolipoprotein C-III	Apo C-III	APOC3	NA	NA	NA	NA	NA	top1	0.06	-0.484	0.628	0.965787878787879	lasso	0.02	0.647	0.518	0.728292340126493	NA	NA	NA	NA	NA
seq.25433.25	-0.43	0.667	-???	0	1	0.857090710382514	Putative methyltransferase NSUN6	NSUN6	NSUN6	top1	0.019	-0.431	0.667	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.7891.45	-0.43	0.6672	+?-+	0	0.535	0.857090710382514	UDP-glucuronosyltransferase 1-6	UGT 1A6	UGT1A6	lasso	0.042	0.0991	0.921	0.976049697783748	NA	NA	NA	NA	NA	enet	0.039	-0.693	0.488	0.704771014492754	lasso	0.024	0.972	0.331	0.921247563352827
seq.14078.69	-0.429	0.6678	?--+	62.9	0.06736	0.857337579617835	Lymphotactin	Lymphotactin	XCL1	NA	NA	NA	NA	NA	lasso	0.1	-0.575	0.565	0.960562747688243	enet	0.058	-0.694	0.488	0.704771014492754	lasso	0.049	2.18	0.029	0.761604166666667
seq.9573.108	-0.429	0.668	?-??	0	1	0.857337579617835	Thioredoxin domain-containing protein 11:N-term	TXD11:C-term	TXNDC11	NA	NA	NA	NA	NA	top1	0.058	-0.429	0.668	0.9744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.20568.3	0.428	0.6687	+-+-	11.3	0.3364	0.857845702592087	FRAS1-related extracellular matrix protein 1	FREM1	FREM1	lasso	0.27	1.31	0.189	0.797349206349206	blup	0.16	-1.24	0.217	0.8449875	enet	0.22	0.548	0.584	0.775941333333333	enet	0.22	-0.124	0.901	0.989177168272795
seq.11228.37	-0.426	0.67	-???	0	1	0.858342415985468	Protein RIC-3	RIC3	RIC3	top1	0.073	-0.426	0.67	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.13672.3	0.426	0.67	+???	0	1	0.858342415985468	Heat shock 70 kDa protein 6	HSP76	HSPA6	enet	0.071	0.427	0.67	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.9884.8	-0.426	0.67	??-?	0	1	0.858342415985468	Peptidyl-prolyl cis-trans isomerase-like 1	PPIL1	PPIL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.037	-0.427	0.67	0.8268173374613	NA	NA	NA	NA	NA
seq.19631.13	-0.425	0.6708	-?-+	15.7	0.3055	0.858453968253968	Kininostatin	Kininostatin	KNG1	top1	0.097	-1.46	0.144	0.750196721311475	NA	NA	NA	NA	NA	lasso	0.15	-0.0986	0.921	0.960017259414226	top1	0.13	0.639	0.523	0.953709468223087
seq.16836.1	-0.425	0.671	???-	0	1	0.858453968253968	Complement factor H-related protein 3	FHR3	CFHR3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.023	-0.425	0.671	0.989177168272795
seq.10346.5	-0.425	0.671	-???	0	1	0.858453968253968	Signal transducer and activator of transcription 3	STAT3	STAT3	blup	0.01	-0.424	0.671	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.3044.3	-0.424	0.6719	-+--	11.2	0.3369	0.858954236520163	C-C motif chemokine 18	PARC	CCL18	lasso	0.13	-0.858	0.391	0.953121725731895	lasso	0.4	1.21	0.226	0.846978461538462	enet	0.23	-0.439	0.66	0.821086142322097	enet	0.23	-1.08	0.281	0.921247563352827
seq.6291.55	-0.423	0.672	??-?	0	1	0.858954236520163	Calsyntenin-3	Alcadein-beta	CLSTN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.028	-0.423	0.672	0.8277478368356	NA	NA	NA	NA	NA
seq.7948.129	-0.422	0.6729	+?-?	0	0.4257	0.859715081521739	Glycolipid transfer protein domain-containing protein 2	GLTD2	GLTPD2	top1	0.14	0.622	0.534	0.966509207365893	NA	NA	NA	NA	NA	enet	0.033	-0.653	0.514	0.728292340126493	NA	NA	NA	NA	NA
seq.3613.62	0.421	0.6736	--+-	41.7	0.1615	0.860085882352941	Ficolin-1	FCN1	FCN1	top1	0.055	-0.0788	0.937	0.979844930417495	lasso	0.069	-1.13	0.259	0.8526	lasso	0.081	1.26	0.208	0.456546255506608	lasso	0.05	-1.57	0.117	0.877894736842105
seq.5654.70	0.421	0.6738	+?+?	0	0.9648	0.860085882352941	Protein disulfide-isomerase TMX3	TMX3	TMX3	top1	0.11	0.176	0.861	0.968118384401114	NA	NA	NA	NA	NA	blup	0.11	0.385	0.7	0.843146047073023	NA	NA	NA	NA	NA
seq.4157.2	-0.42	0.6744	-+-+	0.2	0.3908	0.860328481012658	Thrombin	Thrombin	F2	lasso	0.19	-1.44	0.149	0.756019292604502	lasso	0.17	0.726	0.468	0.944247557003257	lasso	0.22	-0.406	0.685	0.835498776009792	top1	0.24	0.639	0.523	0.953709468223087
seq.22797.20	-0.42	0.6746	++--	0	0.7578	0.860328481012658	Transcription initiation factor TFIID subunit 12	TAF12	TAF12	enet	0.45	0.433	0.665	0.966509207365893	lasso	0.14	0.583	0.56	0.960562747688243	enet	0.24	-0.737	0.461	0.679063562453806	lasso	0.27	-0.534	0.593	0.980107015457788
seq.12835.101	-0.418	0.676	-???	0	1	0.861335140018067	Pyrin domain-containing protein 1	PYDC1	PYDC1	blup	0.03	-0.418	0.676	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.11380.84	0.418	0.676	+???	0	1	0.861335140018067	RNA-binding protein 24	RBM24	RBM24	enet	0.065	0.418	0.676	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.15522.2	-0.417	0.6766	??--	0	0.9739	0.861703474729242	Golgi-associated plant pathogenesis-related protein 1	GAPR1	GLIPR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.024	-0.415	0.678	0.83256561922366	top1	0.027	-0.0512	0.959	0.989177168272795
seq.20069.23	-0.417	0.6769	?+?-	0	0.3372	0.861703474729242	Glycine N-acyltransferase-like protein 2	GLYL2	GLYATL2	NA	NA	NA	NA	NA	top1	0.046	0.0841	0.933	0.986247440273038	NA	NA	NA	NA	NA	top1	0.034	-1.04	0.297	0.921247563352827
seq.5637.81	0.416	0.6774	??+-	0	0.3732	0.86195101488498	Netrin-G1	NTNG1	NTNG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.15	0.586	0.558	0.754985743380855	top1	0.052	-0.789	0.43	0.949429477020602
seq.3403.1	-0.416	0.6778	++-+	0	0.7735	0.862071145175834	Tryptase beta-2	TPSB2	TPSB2	enet	0.46	0.325	0.746	0.966509207365893	lasso	0.46	0.463	0.643	0.969916564417178	enet	0.55	-0.858	0.391	0.627425925925926	lasso	0.51	0.482	0.63	0.989177168272795
seq.9793.145	0.414	0.679	??+?	0	1	0.863208201892745	Immunoglobulin superfamily DCC subclass member 4	IGDC4	IGDCC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.017	0.414	0.679	0.832767384615385	NA	NA	NA	NA	NA
seq.5627.53	0.412	0.68	+???	0	1	0.863828050427735	Progonadoliberin-1	GON1	GNRH1	enet	0.085	0.412	0.68	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.21688.50	0.412	0.6801	++-+	16.4	0.3097	0.863828050427735	Very Late Antigen-4	VLA-4	ITGA4|ITGB1	lasso	0.52	0.977	0.328	0.932583783783784	lasso	0.52	1.6	0.109	0.736153846153846	lasso	0.63	-0.479	0.632	0.807938422065427	enet	0.5	0.0432	0.966	0.98935294117647
seq.25117.17	0.411	0.681	?+??	0	1	0.864581908190819	PGM5	PGM5	PGM5	NA	NA	NA	NA	NA	top1	0.058	0.411	0.681	0.97837019790454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.18868.7	0.41	0.682	+???	0	1	0.865461988304094	Chromobox protein homolog 3	CBX3	CBX3	enet	0.023	0.409	0.682	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.23414.12	0.409	0.6825	-?++	61.1	0.07658	0.865707059352518	Zinc finger protein 483	ZN483	ZNF483	top1	0.078	-1.66	0.097	0.633797530864198	NA	NA	NA	NA	NA	blup	0.056	0.7	0.484	0.703582786287381	top1	0.063	1.44	0.151	0.906975
seq.10737.96	-0.408	0.683	??-?	0	1	0.86595191011236	Leukocyte elastase inhibitor	Serpin B1	SERPINB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.022	-0.409	0.683	0.835498776009792	NA	NA	NA	NA	NA
seq.6382.17	0.408	0.6835	-++-	0	0.5066	0.866052064631957	Beta-mannosidase	MANBA	MANBA	top1	0.17	-0.432	0.666	0.966509207365893	top1	0.13	1.21	0.226	0.846978461538462	enet	0.22	0.321	0.748	0.86386400462963	enet	0.2	-0.862	0.389	0.949429477020602
seq.9857.38	-0.407	0.684	???-	0	1	0.866052064631957	Interferon regulatory factor 4	IRF4	IRF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.033	-0.407	0.684	0.989177168272795
seq.21480.2	-0.407	0.684	??-?	0	1	0.866052064631957	CD82 antigen	CD82 antigen	CD82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.051	-0.407	0.684	0.835498776009792	NA	NA	NA	NA	NA
seq.12357.41	0.406	0.685	?+??	0	1	0.866648611111111	Synaptosomal-associated protein 29	SNP29	SNAP29	NA	NA	NA	NA	NA	blup	0.022	0.406	0.685	0.97837019790454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.9451.20	0.405	0.6855	-+++	0	0.6716	0.866648611111111	Uromodulin	Uromodulin	UMOD	enet	0.7	-0.978	0.328	0.932583783783784	top1	0.21	0.4	0.689	0.97837019790454	lasso	0.28	0.519	0.604	0.78935868852459	lasso	0.23	0.57	0.569	0.972831105710814
seq.9187.2	0.405	0.6856	-+++	0	0.9478	0.866648611111111	Non-histone chromosomal protein HMG-14	HMGN1	HMGN1	enet	0.24	-0.259	0.796	0.968118384401114	top1	0.33	0.0982	0.922	0.986247440273038	lasso	0.32	0.401	0.689	0.837813910921293	lasso	0.33	0.539	0.59	0.980107015457788
seq.3175.51	0.405	0.6857	+?--	69.2	0.03906	0.866648611111111	A disintegrin and metalloproteinase with thrombospondin motifs 13	ATS13	ADAMTS13	enet	0.33	2.3	0.0212	0.4734	NA	NA	NA	NA	NA	lasso	0.13	-0.0988	0.921	0.960017259414226	enet	0.1	-1.15	0.249	0.906975
seq.21435.143	-0.403	0.687	-???	0	1	0.86710755476084	Serine/threonine-protein kinase SRPK2	SRPK2	SRPK2	enet	0.16	-0.403	0.687	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.16932.5	0.403	0.687	???+	0	1	0.86710755476084	Estrogen sulfotransferase	SULT 1E	SULT1E1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.017	0.403	0.687	0.989177168272795
seq.6546.41	0.402	0.6875	-?+?	0	0.5654	0.86710755476084	Dickkopf-related protein 2	DKK2	DKK2	top1	0.073	-0.418	0.676	0.966509207365893	NA	NA	NA	NA	NA	enet	0.053	0.564	0.573	0.76798184263618	NA	NA	NA	NA	NA
seq.10366.11	-0.402	0.6875	-??+	25.6	0.2463	0.86710755476084	Platelet-derived growth factor receptor alpha	PDGFRA	PDGFRA	blup	0.025	-0.948	0.343	0.93915570934256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.077	0.78	0.436	0.952054794520548
seq.24426.191	-0.402	0.6876	+---	0	0.5727	0.86710755476084	Catenin alpha-1	CTNA1	CTNNA1	top1	0.08	0.897	0.37	0.945287539936102	lasso	0.2	-0.356	0.722	0.984483660130719	top1	0.1	-0.411	0.681	0.833681203931204	top1	0.15	-1.03	0.303	0.921247563352827
seq.9070.1	0.402	0.688	???+	0	1	0.867224307417337	Uncharacterized protein C17orf67	CQ067	C17orf67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.074	0.402	0.688	0.989177168272795
seq.14032.2	-0.399	0.6896	---+	0	0.9001	0.868832753235163	Vascular endothelial growth factor A, isoform 121	VEGF121	VEGFA	blup	0.098	-0.23	0.818	0.968118384401114	lasso	0.084	-0.469	0.639	0.969860869565217	top1	0.047	-0.322	0.747	0.86386400462963	top1	0.074	0.605	0.545	0.963804071246819
seq.3294.55	-0.399	0.69	?-??	0	1	0.868832753235163	Cryptic protein	CFC1	CFC1	NA	NA	NA	NA	NA	lasso	0.019	-0.4	0.69	0.97837019790454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.13427.66	0.399	0.6902	??+-	0	0.5987	0.868832753235163	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC	MA1C1	MAN1C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.055	0.496	0.62	0.797456829896907	top1	0.031	-0.436	0.663	0.989177168272795
seq.3336.50	-0.396	0.692	??-?	0	1	0.870415405164737	Tissue factor pathway inhibitor	TFPI	TFPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.092	-0.396	0.692	0.839924482338611	NA	NA	NA	NA	NA
seq.10612.18	-0.396	0.6922	?--?	0	0.4004	0.870415405164737	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	PLOD3	PLOD3	NA	NA	NA	NA	NA	enet	0.11	-0.927	0.354	0.906650306748466	blup	0.013	-0.0693	0.945	0.970817010309278	NA	NA	NA	NA	NA
seq.8766.29	-0.396	0.6924	+?--	0	0.4968	0.870415405164737	Leukocyte immunoglobulin-like receptor subfamily A member 5	LIRA5	LILRA5	lasso	0.1	0.0947	0.925	0.976354515050167	NA	NA	NA	NA	NA	top1	0.11	-0.206	0.837	0.909068664850136	enet	0.02	-1.23	0.22	0.906975
seq.19787.14	-0.395	0.693	+?--	0	0.8347	0.870415405164737	Proto-oncogene tyrosine-protein kinase MER	MER	MERTK	blup	0.081	0.194	0.846	0.968118384401114	NA	NA	NA	NA	NA	enet	0.12	-0.37	0.712	0.849710179640718	blup	0.086	-0.585	0.558	0.970738423028786
seq.25082.3	0.395	0.693	+???	0	1	0.870415405164737	Neural Wiskott-Aldrich syndrome protein	WASL	WASL	top1	0.029	0.395	0.693	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.6556.5	0.394	0.6934	+-+-	0	0.7191	0.870508670520231	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5	ENPP5	ENPP5	top1	0.1	0.766	0.444	0.966509207365893	lasso	0.25	-0.788	0.431	0.944247557003257	lasso	0.52	0.522	0.601	0.788295663600526	enet	0.29	-0.134	0.893	0.989177168272795
seq.8997.4	0.394	0.6937	-+?-	42.8	0.1741	0.870508670520231	Neuronal pentraxin receptor	NPTXR	NPTXR	enet	0.035	-0.982	0.326	0.932583783783784	top1	0.3	1.6	0.109	0.736153846153846	NA	NA	NA	NA	NA	top1	0.26	-0.343	0.731	0.989177168272795
seq.25089.21	0.393	0.694	???+	0	1	0.870508670520231	Transcription intermediary factor 1-beta	KRIP-1	TRIM28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.062	0.394	0.694	0.989177168272795
seq.20428.5	-0.389	0.697	???-	0	1	0.873883111111111	Phosphoethanolamine/phosphocholine phosphatase	PHOP1	PHOSPHO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.03	-0.39	0.697	0.989177168272795
seq.15385.116	-0.389	0.6975	--++	28.3	0.2424	0.87393733451015	Fatty acid-binding protein, intestinal	FABP2	FABP2	lasso	0.32	-0.266	0.79	0.968118384401114	lasso	0.41	-1.98	0.0477	0.655646808510638	top1	0.41	0.302	0.763	0.869093607305936	enet	0.45	0.501	0.616	0.989038461538462
seq.14614.41	-0.388	0.6979	+?-?	61.1	0.1088	0.87393733451015	Noncompact myelin-associated protein	CA130	NCMAP	enet	0.15	1.4	0.162	0.777498542274052	NA	NA	NA	NA	NA	blup	0.06	-0.877	0.381	0.616842404549147	NA	NA	NA	NA	NA
seq.8364.74	-0.388	0.698	??-?	0	1	0.87393733451015	Uronyl 2-sulfotransferase	UST	UST	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.011	-0.388	0.698	0.843099393939394	NA	NA	NA	NA	NA
seq.15316.262	0.386	0.6992	++??	0	0.9745	0.87393733451015	Thioredoxin-like protein 4B	TXN4B	TXNL4B	lasso	0.24	0.278	0.781	0.968118384401114	blup	0.024	0.27	0.787	0.985826347305389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.10608.9	-0.385	0.7	??-?	0	1	0.87393733451015	Histatin-1	HIS1	HTN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.04	-0.386	0.7	0.843146047073023	NA	NA	NA	NA	NA
seq.19135.5	-0.385	0.7004	+-+-	38.5	0.1808	0.87393733451015	7-methylguanosine phosphate-specific 5'-nucleotidase	Cytosolic 5'-nucleotidase III-like protein	NT5C3B	blup	0.029	0.35	0.727	0.966509207365893	blup	0.1	-1.83	0.0669	0.684741176470588	top1	0.074	0.388	0.698	0.843099393939394	blup	0.057	-1.18	0.237	0.906975
seq.24445.38	-0.384	0.7006	-?+-	0	0.5867	0.87393733451015	Actin filament-associated protein 1-like 2	AF1L2	AFAP1L2	lasso	0.016	-0.903	0.367	0.945287539936102	NA	NA	NA	NA	NA	top1	0.017	0.0175	0.986	0.99147225025227	top1	0.07	-0.633	0.527	0.953709468223087
seq.24718.8	-0.384	0.701	??-?	0	1	0.87393733451015	Leucine-rich repeat-containing protein 75A	LR75A	LRRC75A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.026	-0.383	0.701	0.843146047073023	NA	NA	NA	NA	NA
seq.18220.141	0.384	0.701	??+?	0	1	0.87393733451015	Steroid receptor RNA activator 1	SRA1	SRA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.019	0.385	0.701	0.843146047073023	NA	NA	NA	NA	NA
seq.14616.16	-0.384	0.701	??-?	0	1	0.87393733451015	Zinc finger protein 382	ZN382	ZNF382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.011	-0.385	0.701	0.843146047073023	NA	NA	NA	NA	NA
seq.6107.3	0.384	0.7013	+--+	56.1	0.07755	0.87393733451015	Chymotrypsin-like elastase family member 1	ELA1	CELA1	enet	0.17	2.27	0.0234	0.492185714285714	enet	0.16	-0.427	0.67	0.976148325358852	lasso	0.3	-0.405	0.685	0.835498776009792	enet	0.15	1.22	0.222	0.906975
seq.13747.9	-0.384	0.7013	---+	0	0.6422	0.87393733451015	Carbonic anhydrase 6	Carbonic anhydrase 6	CA6	enet	0.26	-0.0658	0.948	0.981981639344262	top1	0.17	-0.894	0.371	0.912884848484848	enet	0.21	-0.272	0.786	0.883529610829103	enet	0.23	0.972	0.331	0.921247563352827
seq.8465.52	-0.383	0.7014	----	0	0.9622	0.87393733451015	Cathepsin H	Cathepsin H	CTSH	enet	0.25	-0.292	0.77	0.968118384401114	lasso	0.32	-0.58	0.562	0.960562747688243	enet	0.44	-0.108	0.914	0.958273778244876	enet	0.31	-0.0459	0.963	0.989334811529933
seq.17467.1	0.383	0.7015	-++-	0	0.9478	0.87393733451015	Dehydrogenase/reductase SDR family member 9	DHRS9	DHRS9	lasso	0.24	-0.0315	0.975	0.992612903225806	top1	0.1	0.239	0.811	0.985826347305389	lasso	0.14	0.456	0.648	0.814803785488959	enet	0.086	-0.493	0.622	0.989038461538462
seq.21495.134	-0.383	0.7018	+--+	0	0.876	0.87393733451015	Prosaposin receptor GPR37	GPR37	GPR37	enet	0.19	0.629	0.53	0.966509207365893	top1	0.34	-0.356	0.722	0.984483660130719	enet	0.38	-0.54	0.589	0.781022621423819	enet	0.28	0.149	0.882	0.989177168272795
seq.24957.6	-0.383	0.702	???-	0	1	0.87393733451015	Espin	ESPN	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.015	-0.382	0.702	0.989177168272795
seq.4471.50	0.381	0.703	??+?	0	1	0.874796206440229	Protein-glutamine gamma-glutamyltransferase E	TGM3	TGM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.016	0.381	0.703	0.844532248342375	NA	NA	NA	NA	NA
seq.3339.33	0.38	0.7043	+?+-	48.9	0.1414	0.875824978012313	Thrombospondin-2	TSP2	THBS2	enet	0.093	0.41	0.682	0.966509207365893	NA	NA	NA	NA	NA	enet	0.085	0.651	0.515	0.728292340126493	lasso	0.046	-1.86	0.0627	0.77648275862069
seq.8086.49	0.379	0.705	+???	0	1	0.875824978012313	Integral membrane protein 2B	ITM2B	ITM2B	lasso	0.12	0.379	0.705	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.6470.19	0.379	0.705	?+??	0	1	0.875824978012313	Fibulin-1	fibulin 1	FBLN1	NA	NA	NA	NA	NA	lasso	0.047	0.379	0.705	0.982971623155505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
